,ExpDate,Strike,calls_last_trade_price,calls_open_interest,calls_iv,calls_volume,calls_delta,calls_gamma,calls_theta,calls_rho,calls_vega,calls_theo,calls_change,puts_last_trade_price,puts_open_interest,puts_iv,puts_volume,puts_delta,puts_gamma,puts_theta,puts_rho,puts_vega,puts_theo,puts_change
21,230224,00102000,111.75,12.0,1.8111,0.0,0.9994,0.0,0.0,0.0162,0.0005,106.4837,0.0,0.02,259.0,1.6893,50.0,-0.0005,0.0,-0.004,0.0,0.0005,0.006,-0.005
22,230224,00103000,93.95,8.0,1.9204,0.0,0.9994,0.0,0.0,0.0164,0.0005,105.4848,0.0,0.01,314.0,1.6674,60.0,-0.0005,0.0,-0.0041,0.0,0.0005,0.0062,-0.015
23,230224,00104000,110.1,15.0,1.8923,0.0,0.9994,0.0,0.0,0.0167,0.0005,104.4858,0.0,0.01,423.0,1.6458,96.0,-0.0005,0.0,-0.0042,0.0,0.0005,0.0064,-0.015
24,230224,00105000,97.52,110.0,1.723,2.0,0.9994,0.0,0.0,0.0169,0.0006,103.4869,-0.505,0.01,2225.0,1.5381,112.0,-0.0006,0.0,-0.0044,0.0,0.0006,0.0067,-0.015
25,230224,00106000,106.25,14.0,1.8368,0.0,0.9993,0.0,0.0,0.0171,0.0006,102.488,0.0,0.01,612.0,1.6031,72.0,-0.0006,0.0,-0.0045,0.0,0.0006,0.0069,-0.02
26,230224,00107000,94.84,13.0,1.8094,1.0,0.9993,0.0,0.0,0.0173,0.0006,101.4891,-1.21,0.01,1529.0,1.4979,132.0,-0.0006,0.0,-0.0047,0.0,0.0006,0.0072,-0.025
27,230224,00108000,100.0,19.0,1.6362,22.0,0.9993,0.0,0.0,0.0176,0.0006,100.4902,4.875,0.01,538.0,1.5612,66.0,-0.0006,0.0,-0.0048,0.0,0.0006,0.0075,-0.02
28,230224,00109000,106.7,23.0,1.7554,0.0,0.9992,0.0,0.0,0.0177,0.0007,99.4913,0.0,0.01,1044.0,1.4584,653.0,-0.0007,0.0,-0.005,0.0,0.0007,0.0078,-0.02
29,230224,00110000,96.0,350.0,1.5788,16.0,0.9992,0.0001,0.0,0.018,0.0007,98.4925,3.075,0.02,1764.0,1.52,245.0,-0.0007,0.0001,-0.0052,0.0,0.0007,0.0081,-0.01
30,230224,00111000,94.7,65.0,1.7024,5.0,0.9992,0.0001,0.0,0.0182,0.0007,97.4936,2.775,0.01,514.0,1.4997,14.0,-0.0007,0.0001,-0.0054,0.0,0.0007,0.0084,-0.02
31,230224,00112000,89.05,52.0,1.6762,1.0,0.9991,0.0001,0.0,0.0184,0.0008,96.4948,-1.875,0.04,484.0,1.4796,94.0,-0.0008,0.0001,-0.0055,0.0,0.0008,0.0087,0.01
32,230224,00113000,95.05,43.0,1.6502,5.0,0.9991,0.0001,0.0,0.0187,0.0008,95.496,5.1,0.01,1209.0,1.5112,196.0,-0.0008,0.0001,-0.0057,0.0,0.0008,0.009,-0.025
33,230224,00114000,92.85,355.0,1.4646,1.0,0.9991,0.0001,0.0,0.0189,0.0008,94.4972,3.925,0.02,1048.0,1.4907,5.0,-0.0008,0.0001,-0.006,0.0,0.0008,0.0094,-0.02
34,230224,00115000,83.13,377.0,0.0,17.0,0.999,0.0001,0.0,0.0191,0.0009,93.4984,-4.82,0.01,1839.0,1.5091,311.0,-0.0009,0.0001,-0.0062,0.0,0.0009,0.0098,-0.03
35,230224,00116000,86.1,337.0,0.0,7.0,0.999,0.0001,0.0,0.0194,0.0009,92.4996,-0.85,0.02,1700.0,1.4504,268.0,-0.0009,0.0001,-0.0064,0.0,0.0009,0.0102,-0.02
36,230224,00117000,85.2,269.0,0.0,19.0,0.9989,0.0001,0.0,0.0195,0.0009,91.5009,-0.75,0.02,947.0,1.4682,223.0,-0.001,0.0001,-0.0066,0.0,0.0009,0.0106,-0.02
37,230224,00118000,88.0,206.0,0.0,4.0,0.9989,0.0001,0.0,0.0197,0.001,90.5021,3.05,0.01,753.0,1.2888,203.0,-0.001,0.0001,-0.0069,0.0,0.001,0.011,-0.03
38,230224,00119000,86.8,220.0,0.0,11.0,0.9988,0.0001,0.0,0.0199,0.001,89.5034,2.85,0.02,726.0,1.3912,85.0,-0.0011,0.0001,-0.0071,0.0,0.001,0.0115,-0.025
39,230224,00120000,86.35,488.0,0.0,37.0,0.9988,0.0001,0.0,0.0202,0.0011,88.5047,3.4,0.01,2969.0,1.408,579.0,-0.0011,0.0001,-0.0074,0.0,0.0011,0.012,-0.04
40,230224,00121000,85.5,319.0,0.0,5.0,0.9987,0.0001,0.0,0.0204,0.0011,87.5061,3.55,0.01,984.0,1.3883,350.0,-0.0012,0.0001,-0.0077,0.0,0.0011,0.0125,-0.04
41,230224,00122000,84.43,292.0,1.2271,7.0,0.9987,0.0001,0.0,0.0207,0.0012,86.5075,3.48,0.01,2714.0,1.3687,219.0,-0.0012,0.0001,-0.008,0.0,0.0012,0.013,-0.04
42,230224,00123000,83.2,432.0,0.0,7.0,0.9986,0.0001,0.0,0.0208,0.0012,85.5089,3.25,0.04,738.0,1.3493,132.0,-0.0013,0.0001,-0.0082,0.0,0.0012,0.0136,-0.01
43,230224,00124000,76.41,162.0,0.0,1.0,0.9985,0.0001,0.0,0.0211,0.0013,84.5103,-2.615,0.02,746.0,1.33,314.0,-0.0014,0.0001,-0.0086,0.0,0.0013,0.0141,-0.03
44,230224,00125000,82.85,672.0,0.0,14.0,0.9985,0.0001,0.0,0.0213,0.0013,83.5117,4.875,0.02,3193.0,1.3108,656.0,-0.0014,0.0001,-0.0089,-0.0001,0.0013,0.0148,-0.035
45,230224,00126000,81.8,211.0,0.0,41.0,0.9984,0.0001,0.0,0.0215,0.0014,82.5132,4.85,0.02,695.0,1.2918,127.0,-0.0015,0.0001,-0.0092,-0.0001,0.0014,0.0154,-0.04
46,230224,00127000,79.32,122.0,1.0305,13.0,0.9983,0.0001,0.0,0.0218,0.0015,81.5147,3.37,0.02,1280.0,1.273,218.0,-0.0016,0.0001,-0.0096,-0.0001,0.0015,0.0161,-0.04
47,230224,00128000,78.55,163.0,0.9556,6.0,0.9982,0.0001,-0.0004,0.022,0.0015,80.5163,3.55,0.02,1321.0,1.2215,1244.0,-0.0017,0.0001,-0.01,-0.0001,0.0015,0.0168,-0.04
48,230224,00129000,78.35,232.0,0.0,3.0,0.9982,0.0002,-0.0009,0.0222,0.0016,79.5179,4.35,0.03,1345.0,1.2356,129.0,-0.0018,0.0002,-0.0104,-0.0001,0.0016,0.0176,-0.04
49,230224,00130000,76.6,2745.0,1.2379,100.0,0.9981,0.0002,-0.0014,0.0224,0.0017,78.5195,3.6,0.02,2988.0,1.2436,578.0,-0.0018,0.0002,-0.0108,-0.0001,0.0017,0.0184,-0.05
50,230224,00131000,75.72,421.0,0.0,12.0,0.998,0.0002,-0.002,0.0226,0.0018,77.5212,3.72,0.03,1019.0,1.1989,115.0,-0.002,0.0002,-0.0112,-0.0001,0.0018,0.0192,-0.04
51,230224,00132000,74.92,263.0,0.0,19.0,0.9979,0.0002,-0.0026,0.0228,0.0018,76.5229,3.77,0.03,1455.0,1.2064,339.0,-0.002,0.0002,-0.0117,-0.0001,0.0018,0.0201,-0.045
52,230224,00133000,71.17,146.0,0.0,19.0,0.9978,0.0002,-0.0032,0.0231,0.0019,75.5247,1.17,0.03,722.0,1.188,117.0,-0.0022,0.0002,-0.0121,-0.0001,0.0019,0.021,-0.05
53,230224,00134000,69.49,268.0,0.0,15.0,0.9976,0.0002,-0.0038,0.0232,0.002,74.5265,0.49,0.02,860.0,1.1697,121.0,-0.0023,0.0002,-0.0126,-0.0001,0.002,0.022,-0.06
54,230224,00135000,71.0,1931.0,1.125,10.0,0.9975,0.0002,-0.0044,0.0235,0.0021,73.5284,2.975,0.03,2265.0,1.1727,376.0,-0.0024,0.0002,-0.0132,-0.0001,0.0021,0.023,-0.05
55,230224,00136000,65.45,106.0,0.0,35.0,0.9974,0.0002,-0.0051,0.0237,0.0022,72.5303,-1.625,0.03,596.0,1.1335,171.0,-0.0025,0.0002,-0.0137,-0.0001,0.0022,0.0241,-0.06
56,230224,00137000,69.39,143.0,0.0,113.0,0.9972,0.0002,-0.0058,0.0239,0.0024,71.5323,3.39,0.04,1712.0,1.1155,1361.0,-0.0027,0.0002,-0.0143,-0.0001,0.0024,0.0253,-0.05
57,230224,00138000,68.39,568.0,1.2211,108.0,0.9971,0.0003,-0.0065,0.0241,0.0025,70.5344,3.39,0.04,941.0,1.1181,737.0,-0.0028,0.0003,-0.0149,-0.0001,0.0025,0.0265,-0.06
58,230224,00139000,67.64,580.0,1.1999,6.0,0.9969,0.0003,-0.0072,0.0244,0.0026,69.5365,3.59,0.04,725.0,1.1001,814.0,-0.003,0.0003,-0.0155,-0.0001,0.0026,0.0278,-0.06
59,230224,00140000,68.21,2093.0,1.1169,211.0,0.9968,0.0003,-0.008,0.0246,0.0027,68.5387,5.16,0.03,6981.0,1.0997,6495.0,-0.0031,0.0003,-0.0161,-0.0001,0.0027,0.0292,-0.07
60,230224,00141000,66.4,346.0,1.1581,20.0,0.9966,0.0003,-0.0088,0.0248,0.0029,67.541,4.35,0.04,1560.0,1.0645,549.0,-0.0033,0.0003,-0.0168,-0.0001,0.0029,0.0307,-0.07
61,230224,00142000,66.1,471.0,1.0756,51.0,0.9964,0.0003,-0.0096,0.025,0.003,66.5434,4.975,0.04,1436.0,1.0468,1250.0,-0.0035,0.0003,-0.0176,-0.0001,0.003,0.0322,-0.075
62,230224,00143000,64.75,90.0,1.0552,4.0,0.9962,0.0004,-0.0105,0.0252,0.0032,65.5459,4.625,0.04,756.0,1.046,599.0,-0.0037,0.0004,-0.0183,-0.0001,0.0032,0.0339,-0.08
63,230224,00144000,62.1,106.0,0.927,8.0,0.996,0.0004,-0.0115,0.0254,0.0034,64.5485,3.05,0.04,3899.0,1.0432,3741.0,-0.0039,0.0004,-0.0191,-0.0002,0.0034,0.0356,-0.09
64,230224,00145000,62.93,2076.0,1.0147,351.0,0.9958,0.0004,-0.0124,0.0257,0.0035,63.5512,4.855,0.05,6207.0,1.0255,4472.0,-0.0042,0.0004,-0.02,-0.0002,0.0035,0.0375,-0.08
65,230224,00146000,61.63,96.0,0.8832,81.0,0.9955,0.0004,-0.0134,0.0259,0.0037,62.554,4.58,0.05,2885.0,1.021,2552.0,-0.0044,0.0004,-0.0209,-0.0002,0.0037,0.0394,-0.09
66,230224,00147000,58.08,107.0,0.8611,58.0,0.9952,0.0005,-0.0145,0.0261,0.0039,61.5569,1.905,0.05,764.0,1.0032,388.0,-0.0047,0.0005,-0.0218,-0.0002,0.0039,0.0415,-0.1
67,230224,00148000,58.6,159.0,0.9551,33.0,0.995,0.0005,-0.0156,0.0263,0.0041,60.56,3.425,0.05,2932.0,1.0083,1397.0,-0.005,0.0005,-0.0228,-0.0002,0.0041,0.0438,-0.105
68,230224,00149000,56.34,144.0,0.9355,9.0,0.9947,0.0005,-0.0168,0.0265,0.0044,59.5633,2.24,0.04,3070.0,0.9904,2185.0,-0.0052,0.0005,-0.0239,-0.0002,0.0044,0.0462,-0.125
69,230224,00150000,58.5,3551.0,0.9769,1379.0,0.9943,0.0006,-0.018,0.0267,0.0046,58.5667,5.375,0.05,9439.0,0.9826,4617.0,-0.0056,0.0006,-0.025,-0.0002,0.0046,0.0488,-0.125
70,230224,00152500,54.3,84.0,0.8678,58.0,0.9934,0.0007,-0.0214,0.0272,0.0053,56.0761,3.575,0.05,1661.0,0.9381,945.0,-0.0065,0.0007,-0.0281,-0.0003,0.0053,0.0561,-0.145
71,230224,00155000,53.45,3316.0,0.881,199.0,0.9923,0.0008,-0.0253,0.0277,0.0061,53.5869,5.275,0.06,8371.0,0.9112,3729.0,-0.0076,0.0008,-0.0317,-0.0003,0.0061,0.0648,-0.17
72,230224,00157500,49.6,951.0,0.8342,252.0,0.9909,0.001,-0.0298,0.0283,0.007,51.0997,3.825,0.08,1799.0,0.882,1923.0,-0.009,0.001,-0.0359,-0.0004,0.007,0.0755,-0.195
73,230224,00160000,48.35,3836.0,0.8615,1365.0,0.9892,0.0011,-0.0352,0.0288,0.0081,48.615,5.05,0.08,8767.0,0.8445,5522.0,-0.0107,0.0011,-0.041,-0.0004,0.0082,0.0887,-0.25
74,230224,00162500,45.6,566.0,0.783,222.0,0.9872,0.0014,-0.0416,0.0292,0.0095,46.1336,4.675,0.11,2539.0,0.8291,2914.0,-0.0128,0.0014,-0.0471,-0.0005,0.0095,0.1052,-0.285
75,230224,00165000,43.16,2699.0,0.7937,606.0,0.9845,0.0017,-0.0492,0.0297,0.0112,43.6567,4.71,0.13,7327.0,0.7988,10819.0,-0.0154,0.0017,-0.0544,-0.0006,0.0112,0.1262,-0.35
76,230224,00167500,40.95,1080.0,0.7687,104.0,0.9812,0.002,-0.0586,0.0301,0.0133,41.1857,4.9,0.16,3294.0,0.7785,3365.0,-0.0188,0.002,-0.0635,-0.0008,0.0133,0.1532,-0.42
77,230224,00170000,38.47,9438.0,0.7404,3994.0,0.9769,0.0025,-0.0699,0.0304,0.0158,38.723,4.77,0.19,12887.0,0.7504,18198.0,-0.023,0.0025,-0.0746,-0.0009,0.0158,0.1884,-0.52
78,230224,00172500,35.78,816.0,0.7244,276.0,0.9714,0.0031,-0.0839,0.0308,0.0189,36.2712,4.43,0.24,2735.0,0.7364,3712.0,-0.0286,0.0031,-0.0882,-0.0011,0.0189,0.2346,-0.625
79,230224,00175000,33.63,4311.0,0.7139,1262.0,0.9643,0.0038,-0.101,0.031,0.0228,33.8344,4.53,0.28,7360.0,0.7133,12230.0,-0.0357,0.0038,-0.105,-0.0014,0.0228,0.2957,-0.785
80,230224,00177500,30.9,428.0,0.6952,287.0,0.9551,0.0046,-0.1217,0.0312,0.0274,31.4175,4.125,0.39,6576.0,0.6974,6312.0,-0.0448,0.0046,-0.1255,-0.0018,0.0274,0.3768,-0.915
81,230224,00180000,28.58,5276.0,0.6788,2415.0,0.9435,0.0057,-0.1466,0.0313,0.033,29.0272,4.005,0.47,17870.0,0.6844,26316.0,-0.0565,0.0057,-0.1501,-0.0022,0.033,0.4844,-1.135
82,230224,00182500,26.1,635.0,0.6754,517.0,0.9287,0.0069,-0.176,0.0313,0.0395,26.6713,3.625,0.61,6041.0,0.6702,10205.0,-0.0713,0.007,-0.1793,-0.0028,0.0395,0.6266,-1.345
83,230224,00185000,24.2,2213.0,0.6611,1774.0,0.9102,0.0084,-0.2101,0.031,0.047,24.3599,3.775,0.8,14898.0,0.6582,26298.0,-0.0898,0.0084,-0.213,-0.0036,0.047,0.8132,-1.595
84,230224,00187500,21.9,1116.0,0.6481,1052.0,0.8875,0.0101,-0.2483,0.0306,0.0554,22.1043,3.475,1.04,5471.0,0.6506,15237.0,-0.1125,0.0101,-0.251,-0.0045,0.0554,1.0558,-1.855
85,230224,00190000,19.62,13902.0,0.6464,13036.0,0.86,0.0119,-0.29,0.03,0.0645,19.9174,3.095,1.32,22196.0,0.6426,54196.0,-0.14,0.0119,-0.2925,-0.0056,0.0645,1.367,-2.18
86,230224,00192500,17.46,1912.0,0.6365,1608.0,0.8276,0.0138,-0.3337,0.0292,0.074,17.8129,2.735,1.75,7936.0,0.6368,8790.0,-0.1725,0.0138,-0.336,-0.0068,0.074,1.7608,-2.425
87,230224,00195000,15.8,5926.0,0.6287,5440.0,0.7899,0.0157,-0.3776,0.0281,0.0834,15.8053,2.8,2.27,8565.0,0.6292,35664.0,-0.2102,0.0157,-0.3797,-0.0083,0.0834,2.2516,-2.705
88,230224,00197500,13.8,2128.0,0.6267,7004.0,0.7474,0.0175,-0.4194,0.0268,0.0925,13.9082,2.375,2.85,5532.0,0.6273,18750.0,-0.2528,0.0176,-0.4213,-0.01,0.0925,2.853,-3.05
89,230224,00200000,12.05,17312.0,0.6228,66695.0,0.7003,0.0192,-0.4569,0.0253,0.1006,12.134,2.1,3.6,20716.0,0.6235,98332.0,-0.2999,0.0192,-0.4586,-0.0118,0.1006,3.5776,-3.35
90,230224,00202500,10.4,5797.0,0.6166,30366.0,0.6496,0.0206,-0.4876,0.0237,0.1072,10.4935,1.725,4.4,5697.0,0.622,23944.0,-0.3508,0.0206,-0.4892,-0.0137,0.1072,4.4361,-3.725
91,230224,00205000,8.9,7482.0,0.6167,54851.0,0.5961,0.0216,-0.5099,0.0219,0.112,8.9949,1.45,5.45,8648.0,0.6175,27419.0,-0.4044,0.0216,-0.5113,-0.0157,0.112,5.4366,-3.975
92,230224,00207500,7.55,6546.0,0.6155,23942.0,0.541,0.0222,-0.5222,0.02,0.1147,7.6429,1.2,6.66,3141.0,0.6163,10709.0,-0.4596,0.0222,-0.5235,-0.0176,0.1147,6.5842,-4.165
93,230224,00210000,6.4,20833.0,0.613,92954.0,0.4856,0.0223,-0.5241,0.018,0.1153,6.4388,0.975,7.95,7170.0,0.616,9921.0,-0.5152,0.0223,-0.5253,-0.0196,0.1152,7.88,-4.45
94,230224,00212500,5.3,7263.0,0.6138,13708.0,0.4311,0.022,-0.5158,0.016,0.1136,5.3805,0.7,9.43,3370.0,0.6167,3368.0,-0.5698,0.022,-0.5169,-0.0214,0.1135,9.3219,-4.645
95,230224,00215000,4.45,14764.0,0.6139,33005.0,0.3787,0.0212,-0.4982,0.0141,0.11,4.4626,0.6,11.0,6606.0,0.6191,2997.0,-0.6224,0.0213,-0.4992,-0.023,0.1098,10.9047,-4.825
96,230224,00217500,3.65,5025.0,0.6163,10922.0,0.3293,0.0201,-0.4728,0.0123,0.1047,3.6766,0.4,12.69,1662.0,0.6194,2028.0,-0.672,0.0202,-0.4737,-0.0244,0.1045,12.6197,-4.985
97,230224,00220000,2.92,30236.0,0.6179,72614.0,0.2838,0.0188,-0.4415,0.0106,0.098,3.0112,0.195,14.52,2352.0,0.6231,2616.0,-0.7177,0.0189,-0.4422,-0.0255,0.0977,14.4559,-5.205
98,230224,00222500,2.43,6852.0,0.6203,9697.0,0.2425,0.0172,-0.4062,0.0091,0.0904,2.4538,0.15,16.85,729.0,0.6212,1151.0,-0.7592,0.0173,-0.4068,-0.0264,0.09,16.4003,-4.925
99,230224,00225000,1.94,18896.0,0.6231,29818.0,0.2056,0.0156,-0.3686,0.0077,0.0824,1.991,0.025,18.8,1218.0,0.6257,1175.0,-0.7963,0.0157,-0.3691,-0.0269,0.0819,18.44,-5.1
100,230224,00227500,1.56,3958.0,0.6281,7368.0,0.1732,0.014,-0.3304,0.0065,0.0741,1.6098,-0.045,21.1,340.0,0.6333,255.0,-0.8289,0.0141,-0.3308,-0.0271,0.0735,20.5615,-4.975
101,230224,00230000,1.26,20091.0,0.6316,39883.0,0.1451,0.0123,-0.293,0.0055,0.066,1.2973,-0.085,23.1,2540.0,0.6316,1916.0,-0.8572,0.0124,-0.2932,-0.0271,0.0652,22.7523,-5.25
102,230224,00232500,1.01,3706.0,0.6356,6667.0,0.1209,0.0108,-0.2572,0.0046,0.0583,1.0428,-0.115,26.55,458.0,0.6402,144.0,-0.8817,0.0109,-0.2573,-0.0268,0.0573,25.0014,-4.0
103,230224,00235000,0.82,5649.0,0.6431,7225.0,0.1003,0.0094,-0.2239,0.0038,0.051,0.8367,-0.125,27.65,1495.0,0.6456,1191.0,-0.9025,0.0095,-0.2239,-0.0262,0.0498,27.2994,-5.325
104,230224,00237500,0.64,2133.0,0.6471,3308.0,0.0829,0.0081,-0.1935,0.0031,0.0443,0.6706,-0.16,31.55,626.0,0.6536,179.0,-0.9201,0.0082,-0.1933,-0.0253,0.0429,29.6377,-3.775
105,230224,00240000,0.53,14638.0,0.6515,15199.0,0.0684,0.0069,-0.1663,0.0026,0.0383,0.538,-0.14,32.9,2460.0,0.6536,878.0,-0.9348,0.007,-0.166,-0.0243,0.0367,32.0098,-4.775
106,230224,00242500,0.42,1855.0,0.6633,2672.0,0.0564,0.0059,-0.1425,0.0021,0.0329,0.4325,-0.15,34.7,230.0,0.6677,114.0,-0.947,0.006,-0.142,-0.023,0.0311,34.4093,-5.375
107,230224,00245000,0.35,5503.0,0.666,5288.0,0.0466,0.005,-0.122,0.0018,0.0283,0.3494,-0.13,38.55,271.0,0.6568,90.0,-0.957,0.0051,-0.1213,-0.0218,0.0263,36.8313,-3.975
108,230224,00247500,0.28,5448.0,0.6732,5590.0,0.0387,0.0042,-0.1045,0.0014,0.0243,0.284,-0.13,41.2,129.0,0.6788,24.0,-0.9652,0.0044,-0.1037,-0.0202,0.0221,39.2712,-3.75
109,230224,00250000,0.22,10827.0,0.684,16687.0,0.0322,0.0036,-0.0899,0.0012,0.021,0.2329,-0.13,42.65,573.0,0.6852,59.0,-0.9718,0.0038,-0.0889,-0.0187,0.0185,41.7254,-4.725
110,230224,00252500,0.18,1288.0,0.6902,1848.0,0.027,0.0031,-0.0777,0.001,0.0181,0.1927,-0.125,44.85,46.0,0.7161,36.0,-0.9772,0.0032,-0.0765,-0.0172,0.0155,44.1905,-4.975
111,230224,00255000,0.14,4545.0,0.6937,4013.0,0.0228,0.0026,-0.0675,0.0008,0.0157,0.1612,-0.115,47.4,51.0,0.7308,38.0,-0.9815,0.0028,-0.0662,-0.0156,0.0129,46.6641,-4.925
112,230224,00257500,0.12,3347.0,0.7106,3786.0,0.0194,0.0023,-0.0591,0.0007,0.0137,0.1361,-0.105,49.75,58.0,0.6947,10.0,-0.9851,0.0024,-0.0575,-0.014,0.0107,49.144,-5.025
113,230224,00260000,0.11,12036.0,0.7119,8690.0,0.0167,0.002,-0.052,0.0006,0.012,0.116,-0.085,52.53,9.0,0.7218,1.0,-0.988,0.0021,-0.0502,-0.0126,0.0089,51.6288,-4.72
114,230224,00262500,0.08,2193.0,0.7227,2754.0,0.0144,0.0017,-0.046,0.0005,0.0106,0.0997,-0.09,60.0,22.0,0.7486,0.0,-0.9903,0.0018,-0.0441,-0.0108,0.0073,54.1173,0.0
115,230224,00265000,0.08,5173.0,0.7366,3573.0,0.0125,0.0015,-0.0409,0.0005,0.0094,0.0863,-0.07,61.5,15.0,0.7318,6.0,-0.9924,0.0016,-0.0386,-0.0095,0.006,56.6085,-0.725
116,230224,00267500,0.06,2902.0,0.755,3309.0,0.0109,0.0013,-0.0364,0.0004,0.0083,0.0751,0.06,67.3,4.0,0.801,4.0,-0.994,0.0014,-0.0342,-0.0077,0.0047,59.1019,67.3
117,230224,00270000,0.07,5875.0,0.7651,1543.0,0.0095,0.0011,-0.0326,0.0004,0.0074,0.0656,-0.04,63.21,47.0,0.7814,1.0,-0.9955,0.0013,-0.0299,-0.0067,0.0037,61.597,-3.99
118,230224,00272500,0.05,691.0,0.7724,5822.0,0.0083,0.001,-0.0292,0.0003,0.0066,0.0575,0.05,68.4,2.0,0.0,2.0,-0.9967,0.0011,-0.0263,-0.0042,0.0028,64.0934,68.4
119,230224,00275000,0.04,9127.0,0.7954,2898.0,0.0073,0.0009,-0.0262,0.0003,0.0059,0.0505,-0.05,59.65,6.0,0.8298,0.0,-0.9976,0.0009,-0.0241,-0.0036,0.0018,66.5912,0.0
