,ExpDate,DateGen,Maximum Pain,Top 5 Calls,Top 5 Puts,highestOIstrike
17,2023-04-21,2023-02-02,400.0,"{420.0: 34345, 435.0: 32883, 405.0: 22787, 425.0: 19662, 400.0: 18872}","{390.0: 63418, 365.0: 58592, 380.0: 55087, 360.0: 44167, 270.0: 38051}",150.0
18,2023-05-19,2023-02-02,435.0,"{425.0: 4633, 400.0: 4548, 430.0: 3918, 475.0: 2986, 460.0: 2855}","{400.0: 36579, 385.0: 17395, 390.0: 16255, 330.0: 13639, 375.0: 12474}",180.0
19,2023-06-16,2023-02-02,390.0,"{420.0: 37691, 400.0: 26805, 410.0: 23863, 390.0: 20441, 430.0: 19890}","{345.0: 81987, 380.0: 56223, 150.0: 44245, 400.0: 35367, 360.0: 33540}",150.0
20,2023-06-30,2023-02-02,300.0,"{525.0: 13734, 500.0: 5377, 440.0: 4775, 450.0: 4590, 435.0: 3885}","{385.0: 17658, 360.0: 9182, 330.0: 8388, 350.0: 8274, 400.0: 7345}",255.0
21,2023-07-21,2023-02-02,405.0,"{440.0: 4961, 445.0: 4345, 455.0: 4262, 405.0: 3405, 450.0: 1543}","{350.0: 12800, 365.0: 8893, 360.0: 7501, 150.0: 7387, 375.0: 7350}",150.0
22,2023-09-15,2023-02-02,390.0,"{420.0: 10361, 400.0: 6463, 390.0: 5615, 410.0: 5505, 415.0: 5477}","{370.0: 19749, 340.0: 17574, 390.0: 16702, 350.0: 16177, 400.0: 13766}",150.0
23,2023-09-29,2023-02-02,350.0,"{470.0: 1177, 390.0: 949, 450.0: 915, 350.0: 830, 440.0: 793}","{315.0: 1786, 320.0: 1540, 290.0: 1025, 400.0: 882, 390.0: 849}",255.0
24,2023-12-15,2023-02-02,450.0,"{660.0: 35058, 480.0: 28078, 550.0: 16269, 540.0: 13345, 500.0: 13180}","{400.0: 32786, 410.0: 30562, 300.0: 27716, 320.0: 27250, 350.0: 26017}",150.0
25,2023-12-29,2023-02-02,300.0,"{485.0: 523, 490.0: 508, 420.0: 340, 510.0: 302, 425.0: 277}","{300.0: 517, 270.0: 470, 385.0: 432, 400.0: 415, 365.0: 347}",270.0
26,2024-01-19,2023-02-02,375.0,"{720.0: 13673, 460.0: 12678, 440.0: 11576, 470.0: 9464, 500.0: 8408}","{385.0: 16054, 400.0: 15895, 320.0: 14903, 345.0: 12600, 355.0: 10288}",180.0
27,2024-03-15,2023-02-02,355.0,"{450.0: 50, 420.0: 22, 355.0: 11, 500.0: 7, 415.0: 6}","{400.0: 139, 355.0: 50, 410.0: 16, 425.0: 10, 390.0: 5}",200.0
28,2024-06-21,2023-02-02,345.0,"{550.0: 12600, 545.0: 10138, 420.0: 9994, 555.0: 9499, 540.0: 8500}","{400.0: 10075, 365.0: 9821, 380.0: 7374, 390.0: 6932, 395.0: 6256}",180.0
29,2024-12-20,2023-02-02,205.0,"{600.0: 10772, 455.0: 7924, 400.0: 7003, 520.0: 5621, 720.0: 4803}","{380.0: 17624, 270.0: 14304, 150.0: 13032, 350.0: 9818, 375.0: 7259}",120.0
30,2025-01-17,2023-02-02,300.0,"{400.0: 1218, 385.0: 618, 425.0: 607, 375.0: 594, 600.0: 526}","{400.0: 2155, 350.0: 1183, 340.0: 1179, 380.0: 963, 410.0: 951}",180.0
31,2025-03-21,2023-02-02,200.0,"{400.0: 201, 450.0: 78, 380.0: 70, 200.0: 64, 180.0: 50}","{250.0: 355, 180.0: 156, 400.0: 93, 475.0: 78, 450.0: 74}",180.0
32,2025-12-19,2023-02-02,150.0,"{600.0: 2674, 400.0: 1590, 550.0: 1114, 405.0: 816, 390.0: 567}","{295.0: 917, 270.0: 662, 305.0: 512, 405.0: 405, 375.0: 401}",150.0
